"scc","dr","region"
739.7302509717668,"1.5%",globe
329.7532734043003,"1.5%",globe
498.42872538164346,"1.5%",globe
111.53947320322646,"1.5%",globe
354.8304015736076,"1.5%",globe
374.0795997851193,"1.5%",globe
282.52804417509907,"1.5%",globe
436.50576409738534,"1.5%",globe
340.19620980623716,"1.5%",globe
641.1606743473033,"1.5%",globe
89.62916010823574,"1.5%",globe
503.37236043250607,"1.5%",globe
352.4348806137458,"1.5%",globe
387.5709076751081,"1.5%",globe
614.6126756290616,"1.5%",globe
157.15009439422832,"1.5%",globe
251.02079800373048,"1.5%",globe
387.3264381053848,"1.5%",globe
372.44216998272066,"1.5%",globe
330.47414505805057,"1.5%",globe
242.0065099852862,"1.5%",globe
305.67155621300697,"1.5%",globe
245.5444539659587,"1.5%",globe
134.85753864329453,"1.5%",globe
185.76338801957277,"1.5%",globe
370.2825899650299,"1.5%",globe
95.20004496817417,"1.5%",globe
49.50098832026067,"1.5%",globe
255.05220565203055,"1.5%",globe
335.6944054951725,"1.5%",globe
175.7250280736783,"1.5%",globe
226.8418389372333,"1.5%",globe
876.047272150551,"1.5%",globe
-51.68043914014517,"1.5%",globe
125.41614302138647,"1.5%",globe
199.42754780704345,"1.5%",globe
347.2193962360778,"1.5%",globe
756.409801890455,"1.5%",globe
138.02784747166373,"1.5%",globe
200.57255910979393,"1.5%",globe
216.6415209739117,"1.5%",globe
445.2285686628786,"1.5%",globe
200.5233400230264,"1.5%",globe
607.7116970488532,"1.5%",globe
755.5146016542932,"1.5%",globe
305.68421089897447,"1.5%",globe
516.0870291818673,"1.5%",globe
251.6037673675503,"1.5%",globe
534.9443022737298,"1.5%",globe
286.4260594578838,"1.5%",globe
269.48873244774256,"1.5%",globe
355.0457903476071,"1.5%",globe
225.5659526957002,"1.5%",globe
126.0114859954469,"1.5%",globe
213.0834625010716,"1.5%",globe
264.1462555490264,"1.5%",globe
167.2645535037169,"1.5%",globe
473.0287049415751,"1.5%",globe
221.05426297262724,"1.5%",globe
281.5081417064865,"1.5%",globe
333.5669238192096,"1.5%",globe
189.16121941584834,"1.5%",globe
621.300892969977,"1.5%",globe
425.61262708676156,"1.5%",globe
234.02731742677406,"1.5%",globe
246.2860075276048,"1.5%",globe
236.11283800949425,"1.5%",globe
244.67010278129106,"1.5%",globe
489.963115752384,"1.5%",globe
168.00984803110916,"1.5%",globe
398.17801797806453,"1.5%",globe
189.18247223699575,"1.5%",globe
255.48319239832963,"1.5%",globe
3.0664008304064247,"1.5%",globe
425.7933264111517,"1.5%",globe
586.6008510297953,"1.5%",globe
245.30604041145781,"1.5%",globe
123.54972737511956,"1.5%",globe
374.74774617650434,"1.5%",globe
120.28138138506117,"1.5%",globe
138.3699263952122,"1.5%",globe
116.08451854769022,"1.5%",globe
181.55072261880892,"1.5%",globe
237.76257696437116,"1.5%",globe
387.90027851489907,"1.5%",globe
96.63339543141079,"1.5%",globe
221.30563309347417,"1.5%",globe
295.3204431205803,"1.5%",globe
339.8071302255237,"1.5%",globe
230.70911878868108,"1.5%",globe
558.8740789132406,"1.5%",globe
413.0391775819109,"1.5%",globe
353.60156740374646,"1.5%",globe
387.90180335436844,"1.5%",globe
196.3788979398252,"1.5%",globe
149.83850787438237,"1.5%",globe
477.1585764239257,"1.5%",globe
-22.708210409777216,"1.5%",globe
446.38804903901206,"1.5%",globe
260.7061158990851,"1.5%",globe
245.06858031433956,"1.5%",globe
430.72144358760113,"1.5%",globe
117.65538371660477,"1.5%",globe
112.66208007667485,"1.5%",globe
174.15525326090557,"1.5%",globe
177.98168672243855,"1.5%",globe
262.0387065736114,"1.5%",globe
649.9409706580299,"1.5%",globe
233.31377376135373,"1.5%",globe
273.50217368436597,"1.5%",globe
639.7346466768843,"1.5%",globe
347.01388208216895,"1.5%",globe
268.13514187296767,"1.5%",globe
144.49490465291927,"1.5%",globe
486.4537307152328,"1.5%",globe
398.3319326068528,"1.5%",globe
196.72568195383403,"1.5%",globe
269.35191779868023,"1.5%",globe
286.44241688331675,"1.5%",globe
210.85376877678024,"1.5%",globe
324.81542170794336,"1.5%",globe
537.2550116152163,"1.5%",globe
681.7725210919045,"1.5%",globe
250.53282640135205,"1.5%",globe
286.24704943425314,"1.5%",globe
401.544551160965,"1.5%",globe
48.63515968320529,"1.5%",globe
-48.04148306400649,"1.5%",globe
312.96169965252244,"1.5%",globe
34.125462972591784,"1.5%",globe
237.45947542645837,"1.5%",globe
474.57859506888974,"1.5%",globe
240.9370438248428,"1.5%",globe
632.3460803541908,"1.5%",globe
503.22611233545155,"1.5%",globe
322.1690416127443,"1.5%",globe
942.2579058423748,"1.5%",globe
194.02322880510943,"1.5%",globe
714.8650553754596,"1.5%",globe
487.31844585481883,"1.5%",globe
290.6951200127466,"1.5%",globe
40.86762676897693,"1.5%",globe
271.7988820553476,"1.5%",globe
772.8222585328829,"1.5%",globe
219.20843342738098,"1.5%",globe
793.7434714696682,"1.5%",globe
84.65607847539391,"1.5%",globe
551.169580377547,"1.5%",globe
366.04547142994596,"1.5%",globe
394.8121085947839,"1.5%",globe
283.550259087932,"1.5%",globe
387.1489017211431,"1.5%",globe
272.4906211066632,"1.5%",globe
195.14722362685967,"1.5%",globe
377.6945746021338,"1.5%",globe
182.19689974858838,"1.5%",globe
417.9934947501177,"1.5%",globe
579.8551581520353,"1.5%",globe
440.88911027408585,"1.5%",globe
278.326765367615,"1.5%",globe
311.6475903865705,"1.5%",globe
415.7059445628818,"1.5%",globe
273.63100616011445,"1.5%",globe
295.0433544874988,"1.5%",globe
598.2319312020477,"1.5%",globe
239.6023679866831,"1.5%",globe
279.38006633920065,"1.5%",globe
239.44660784386699,"1.5%",globe
181.73579097008178,"1.5%",globe
206.80578877771103,"1.5%",globe
78.14173396701308,"1.5%",globe
256.9591810163235,"1.5%",globe
246.21201337343962,"1.5%",globe
409.6197704524814,"1.5%",globe
290.24243973988257,"1.5%",globe
849.5944551591186,"1.5%",globe
643.0281317382163,"1.5%",globe
257.1766542305999,"1.5%",globe
292.04232464444215,"1.5%",globe
297.9848979876595,"1.5%",globe
528.1391429341256,"1.5%",globe
679.0978370705965,"1.5%",globe
314.4635461466606,"1.5%",globe
450.26315034355395,"1.5%",globe
214.94525575622603,"1.5%",globe
680.0498116588477,"1.5%",globe
91.32123737516756,"1.5%",globe
154.72991486046274,"1.5%",globe
353.38409319287234,"1.5%",globe
148.07767375526086,"1.5%",globe
261.4364167751851,"1.5%",globe
301.5810355947538,"1.5%",globe
425.8491135032786,"1.5%",globe
195.54921069952803,"1.5%",globe
396.3693669080562,"1.5%",globe
210.528116477259,"1.5%",globe
492.65576084529636,"1.5%",globe
281.31761644314685,"1.5%",globe
392.84112707130265,"1.5%",globe
132.69283105328392,"1.5%",globe
219.09283601247665,"1.5%",globe
336.78961091588684,"1.5%",globe
585.5387467954417,"1.5%",globe
172.99364454862967,"1.5%",globe
390.5280724377565,"1.5%",globe
303.0033669331352,"1.5%",globe
211.2526277608147,"1.5%",globe
755.8125350309052,"1.5%",globe
313.81294332063715,"1.5%",globe
641.6171835731348,"1.5%",globe
449.7219147832911,"1.5%",globe
339.39473822272157,"1.5%",globe
668.5670551560403,"1.5%",globe
527.397401262337,"1.5%",globe
503.58110442058666,"1.5%",globe
346.4481671160726,"1.5%",globe
181.761209407971,"1.5%",globe
190.22075590741375,"1.5%",globe
396.39064858508164,"1.5%",globe
384.41897306103476,"1.5%",globe
674.4004098493839,"1.5%",globe
152.18190763514107,"1.5%",globe
272.8764706707839,"1.5%",globe
274.33558430449904,"1.5%",globe
509.52052408715423,"1.5%",globe
205.37331857548446,"1.5%",globe
447.91929729697966,"1.5%",globe
273.3528380060383,"1.5%",globe
358.57885574698946,"1.5%",globe
218.19536961165008,"1.5%",globe
272.08037860825254,"1.5%",globe
243.72916390213047,"1.5%",globe
370.1099462397913,"1.5%",globe
542.4672885601536,"1.5%",globe
383.25992764354146,"1.5%",globe
167.2921486842514,"1.5%",globe
171.60445343945887,"1.5%",globe
272.19463724927124,"1.5%",globe
348.43620222772427,"1.5%",globe
444.44263913258953,"1.5%",globe
242.87628770921378,"1.5%",globe
248.14285394598022,"1.5%",globe
140.85492159187845,"1.5%",globe
151.03534610062846,"1.5%",globe
218.92227354272853,"1.5%",globe
211.96528576341635,"1.5%",globe
453.6998619518177,"1.5%",globe
621.3736270838102,"1.5%",globe
248.10378938614045,"1.5%",globe
547.9277785103415,"1.5%",globe
694.5202057920744,"1.5%",globe
413.5243089264033,"1.5%",globe
264.0899816761092,"1.5%",globe
116.06784149983196,"1.5%",globe
168.67892579832943,"1.5%",globe
340.44083164847234,"1.5%",globe
147.92241495956748,"1.5%",globe
698.7488992103844,"1.5%",globe
617.614483544,"1.5%",globe
174.11665295656277,"1.5%",globe
465.3268246938503,"1.5%",globe
190.32870325915,"1.5%",globe
258.75727817589654,"1.5%",globe
220.44246708964414,"1.5%",globe
98.34086047072826,"1.5%",globe
376.2778606518844,"1.5%",globe
424.42494740624676,"1.5%",globe
296.86635824512655,"1.5%",globe
335.220414719162,"1.5%",globe
331.7401651381137,"1.5%",globe
228.59036074497723,"1.5%",globe
425.97543628008,"1.5%",globe
407.6991180651934,"1.5%",globe
260.01775762073675,"1.5%",globe
345.8248788133987,"1.5%",globe
39.054494048643384,"1.5%",globe
611.060122741206,"1.5%",globe
740.6256597339813,"1.5%",globe
486.20509544689713,"1.5%",globe
226.74841035502956,"1.5%",globe
252.7897383228363,"1.5%",globe
353.6855722201573,"1.5%",globe
274.4572812260444,"1.5%",globe
446.9703269833356,"1.5%",globe
122.0280853985516,"1.5%",globe
140.42593136683521,"1.5%",globe
198.0119038378193,"1.5%",globe
359.88390132629223,"1.5%",globe
227.78603570978842,"1.5%",globe
130.06364656577915,"1.5%",globe
737.2122264382801,"1.5%",globe
316.5289142774628,"1.5%",globe
46.424178130690755,"1.5%",globe
216.1625193754193,"1.5%",globe
492.4514584460691,"1.5%",globe
700.8562089554705,"1.5%",globe
212.6126718967476,"1.5%",globe
315.5401882501863,"1.5%",globe
65.48884552455178,"1.5%",globe
316.11777390942507,"1.5%",globe
343.39215296710137,"1.5%",globe
202.51475374849113,"1.5%",globe
90.85816103530851,"1.5%",globe
445.50267231844964,"1.5%",globe
271.6523345484444,"1.5%",globe
127.7899846828234,"1.5%",globe
591.2426963204273,"1.5%",globe
121.81156239775585,"1.5%",globe
213.6710409214522,"1.5%",globe
723.7630743012094,"1.5%",globe
407.12272722217745,"1.5%",globe
306.30143494063003,"1.5%",globe
193.57847874299225,"1.5%",globe
221.475125389381,"1.5%",globe
304.0666025328098,"1.5%",globe
560.0801784237931,"1.5%",globe
802.2032507361399,"1.5%",globe
115.50442422095145,"1.5%",globe
214.3616848768643,"1.5%",globe
577.032272171299,"1.5%",globe
272.19866725228104,"1.5%",globe
252.251425111033,"1.5%",globe
374.69442356061273,"1.5%",globe
127.86886352421794,"1.5%",globe
716.9290145844881,"1.5%",globe
179.17137912710677,"1.5%",globe
128.60986362992568,"1.5%",globe
295.02960180846253,"1.5%",globe
359.4420541210432,"1.5%",globe
361.9647064588844,"1.5%",globe
200.56951399422454,"1.5%",globe
152.8056477887036,"1.5%",globe
445.58059702429574,"1.5%",globe
460.5814922721957,"1.5%",globe
174.78464177028317,"1.5%",globe
331.8658203641431,"1.5%",globe
455.5804360690634,"1.5%",globe
436.5035134659907,"1.5%",globe
564.6445676451127,"1.5%",globe
396.74700741145625,"1.5%",globe
9.126782090215269,"1.5%",globe
412.5276458111373,"1.5%",globe
265.4646039914647,"1.5%",globe
130.6958131341053,"1.5%",globe
353.2741033563676,"1.5%",globe
